client_id,monthly_income_cop,credit_exposure_cop,avg_days_late_last_year,num_active_products,credit_utilization,months_with_bank,product_usage_score,competitor_rate_inquiries,complaint_count_last_year,active_products_change_6m,client_value_score,defaulted_30_60_days,churned_3_months
CL104232,1784361.0,2135750.0,4.1,2,0.209,84,0.506,0,0,0,0.207,0,1
CL104233,3116564.0,1843510.0,4.2,5,0.416,118,0.501,0,0,0,0.797,0,0
CL104234,1108461.0,1406798.0,0.8,3,0.385,60,0.627,1,0,1,0.64,1,0
CL104235,1342804.0,4423713.0,29.7,3,0.404,106,0.34,0,1,-1,0.614,0,0
CL104236,4963113.0,9002853.0,1.2,2,0.219,123,0.558,0,0,0,0.602,0,0
CL104237,2035697.0,3508104.0,3.3,3,0.232,19,0.544,0,0,-2,0.341,0,1
CL104238,5008453.0,1391616.0,3.1,4,0.29,139,0.713,0,1,0,0.551,0,0
CL104239,2328849.0,7188271.0,0.6,2,0.326,78,0.311,0,1,1,0.447,1,0
CL104240,964197.0,12993908.0,1.3,5,0.089,100,0.54,0,1,-1,0.523,0,0
CL104241,3783022.0,2539888.0,0.4,4,0.382,131,0.743,0,0,-1,0.26,0,0
CL104242,1803165.0,2856227.0,2.8,2,0.332,128,0.424,0,0,0,0.516,0,0
CL104243,3434371.0,5728489.0,16.1,5,0.484,107,0.512,0,1,0,0.669,0,0
CL104244,2452468.0,12426124.0,3.3,5,0.265,140,0.552,1,0,0,0.721,0,0
CL104245,1119554.0,2774875.0,1.1,5,0.263,62,0.723,1,1,0,0.095,0,0
CL104246,2629087.0,1571098.0,8.3,5,0.279,45,0.852,0,0,-1,0.327,1,0
CL104247,7261606.0,6211997.0,45.5,5,0.28,57,0.492,0,0,0,0.373,0,0
CL104248,3098700.0,6985504.0,2.1,2,0.178,130,0.605,2,0,-1,0.231,0,0
CL104249,2353093.0,4009961.0,2.6,3,0.695,101,0.977,1,2,-1,0.603,0,0
CL104250,4146071.0,2701470.0,28.6,5,0.462,19,0.282,0,1,-1,0.563,0,1
CL104251,2690760.0,8008909.0,1.6,4,0.453,61,0.97,1,0,1,0.109,0,0
CL104252,2689234.0,5778330.0,5.7,2,0.368,152,0.586,1,0,0,0.221,0,0
CL104253,1403090.0,2331670.0,2.2,1,0.312,5,0.752,2,0,0,0.441,0,0
CL104254,2722127.0,4132389.0,21.5,3,0.086,154,0.754,0,0,-1,0.013,0,0
CL104255,4064177.0,1550061.0,31.9,4,0.468,163,0.504,1,0,1,0.283,1,0
CL104256,1594338.0,6453436.0,13.5,5,0.17,19,0.656,0,1,1,0.037,1,0
CL104257,4936899.0,3323193.0,3.0,2,0.213,31,0.474,0,0,0,0.231,0,0
CL104258,2313211.0,2943184.0,4.1,2,0.265,172,0.52,1,0,0,0.581,0,0
CL104259,1553646.0,3901953.0,2.2,5,0.692,147,0.741,0,0,0,0.757,0,0
CL104260,3988062.0,4107049.0,17.7,4,0.262,106,0.627,1,0,1,0.6,0,0
CL104261,2098226.0,7470340.0,19.7,2,0.493,81,0.642,0,0,1,0.321,0,0
CL104262,3540425.0,6039087.0,4.3,3,0.668,140,0.549,0,0,0,0.076,0,0
CL104263,2093024.0,3578712.0,8.5,4,0.214,163,0.587,1,0,1,0.638,0,0
CL104264,2350378.0,6814530.0,1.4,5,0.126,90,0.479,0,0,1,0.388,1,0
CL104265,3099589.0,5285702.0,4.6,4,0.208,117,0.408,0,1,0,0.006,0,0
CL104266,2800892.0,2962015.0,8.0,4,0.353,125,0.846,0,0,-2,0.431,0,0
CL104267,892904.0,3658988.0,3.9,1,0.317,72,0.345,1,0,-2,0.102,0,0
CL104268,1382464.0,3599279.0,3.5,5,0.463,104,0.902,0,0,1,0.259,0,0
CL104269,3854319.0,5686940.0,0.0,3,0.268,25,0.555,0,0,1,0.326,0,0
CL104270,2266918.0,3088154.0,13.0,5,0.477,153,0.808,0,0,-2,0.691,0,0
CL104271,1863812.0,3038011.0,17.6,1,0.182,141,0.421,0,0,1,0.238,0,0
CL104272,1227774.0,15841286.0,27.9,5,0.336,42,0.629,0,0,0,0.282,0,1
CL104273,1411455.0,7708351.0,10.2,5,0.415,143,0.661,0,1,0,0.552,0,1
CL104274,881254.0,2344493.0,6.4,3,0.168,23,0.726,0,0,-2,0.276,0,0
CL104275,2302163.0,5954505.0,2.5,1,0.508,28,0.414,0,1,-2,0.397,1,0
CL104276,1795477.0,4337658.0,58.1,5,0.356,112,0.714,0,0,-2,0.641,0,1
CL104277,1493609.0,5251823.0,7.1,5,0.139,13,0.561,2,0,1,0.671,0,0
CL104278,2340648.0,4395707.0,9.1,2,0.343,96,0.406,0,1,-1,0.805,0,1
CL104279,2905120.0,9181947.0,9.2,5,0.192,75,0.79,2,0,0,0.513,0,0
CL104280,6897013.0,5085654.0,14.9,3,0.113,172,0.654,0,1,-1,0.188,0,1
CL104281,1137176.0,3822969.0,0.1,2,0.246,35,0.802,2,0,-2,0.261,0,1
CL104282,4323996.0,8281490.0,2.0,1,0.313,47,0.533,0,1,1,0.185,0,0
CL104283,3939446.0,4701064.0,8.8,4,0.743,163,0.827,1,0,-1,0.21,0,0
CL104284,1640405.0,4347167.0,18.0,3,0.229,50,0.963,1,1,1,0.144,0,0
CL104285,2680779.0,4974403.0,9.3,1,0.452,87,0.801,0,0,-2,0.562,0,0
CL104286,1926438.0,3739542.0,4.3,2,0.776,40,0.81,0,0,-1,0.536,0,0
CL104287,2657362.0,4018659.0,3.6,4,0.455,77,0.7,1,0,0,0.567,0,0
CL104288,5150300.0,2647996.0,10.7,1,0.506,42,0.685,0,0,-1,0.925,0,1
CL104289,3278194.0,2360025.0,10.8,3,0.297,143,0.626,0,0,0,0.341,1,0
CL104290,3122999.0,1984744.0,7.5,2,0.486,60,0.307,1,0,-2,0.454,0,1
CL104291,1952938.0,1506970.0,2.8,3,0.551,58,0.364,0,0,-1,0.417,0,0
CL104292,1153108.0,2156933.0,20.7,3,0.402,33,0.449,0,1,0,0.422,0,0
CL104293,2182029.0,3534255.0,6.4,2,0.607,168,0.264,1,0,1,0.494,0,0
CL104294,4427316.0,4291652.0,12.5,5,0.068,2,0.579,1,0,0,0.619,0,0
CL104295,1128518.0,3302177.0,1.9,3,0.302,161,0.377,0,0,0,0.377,0,0
CL104296,1428957.0,767587.0,3.4,2,0.298,153,0.732,0,0,-1,0.634,0,0
CL104297,2579572.0,12021538.0,16.6,3,0.574,59,0.405,0,1,-2,0.338,0,0
CL104298,1480178.0,8542259.0,0.4,5,0.117,155,0.208,1,0,0,0.449,0,0
CL104299,1629426.0,5454938.0,5.7,2,0.228,112,0.622,2,2,1,0.164,0,0
CL104300,1959502.0,15176268.0,5.3,1,0.562,25,0.329,0,0,1,0.358,0,0
CL104301,1223457.0,2014427.0,11.1,1,0.241,133,0.528,0,0,0,0.44,0,0
CL104302,1487993.0,14966689.0,2.6,1,0.343,62,0.702,0,1,-1,0.414,0,1
CL104303,3442519.0,2031632.0,2.0,4,0.178,171,0.719,0,1,0,0.154,0,0
CL104304,1259613.0,4719043.0,20.8,3,0.373,104,0.089,0,1,1,0.868,0,0
CL104305,1089320.0,1636899.0,6.8,3,0.579,78,0.533,1,0,0,0.27,1,0
CL104306,1767342.0,4034068.0,0.9,2,0.612,105,0.836,0,0,-1,0.285,0,0
CL104307,3491974.0,5232065.0,1.7,4,0.202,91,0.581,0,0,-2,0.601,0,0
CL104308,2194663.0,3583021.0,54.0,3,0.169,164,0.845,1,0,-1,0.396,0,0
CL104309,1919758.0,6581112.0,1.7,2,0.551,124,0.617,1,0,-1,0.272,0,0
CL104310,2476061.0,4279343.0,7.5,5,0.222,98,0.269,0,0,-1,0.143,0,0
CL104311,1011704.0,2769867.0,4.4,3,0.156,138,0.262,0,0,-1,0.615,0,0
CL104312,3101365.0,2685106.0,17.3,3,0.29,115,0.905,0,1,0,0.533,0,0
CL104313,2933531.0,7043668.0,11.3,5,0.28,150,0.272,2,2,-2,0.472,0,0
CL104314,1973552.0,2526589.0,7.3,5,0.58,86,0.379,0,0,0,0.043,0,0
CL104315,4004632.0,7578168.0,0.1,3,0.247,28,0.556,1,1,-2,0.376,0,0
CL104316,1378149.0,9396974.0,16.9,5,0.588,48,0.724,0,1,0,0.463,1,0
CL104317,4256486.0,1241586.0,4.7,2,0.382,84,0.564,0,0,0,0.559,0,0
CL104318,2616235.0,8824553.0,21.5,3,0.498,63,0.589,1,0,-1,0.063,0,0
CL104319,2046668.0,16891074.0,5.5,3,0.273,2,0.838,0,0,-1,0.322,0,0
CL104320,2397802.0,4763068.0,9.5,1,0.287,23,0.833,1,0,0,0.45,0,0
CL104321,2295285.0,6072974.0,0.6,3,0.215,51,0.856,1,2,-1,0.592,0,0
CL104322,4457691.0,8251485.0,10.9,1,0.317,112,0.746,1,0,-2,0.813,0,0
CL104323,1413614.0,3292515.0,3.3,5,0.035,80,0.825,0,0,-1,0.693,1,0
CL104324,1654055.0,4536182.0,3.5,5,0.059,156,0.756,0,0,0,0.768,1,0
CL104325,4065923.0,1591298.0,1.0,2,0.365,116,0.906,1,0,0,0.226,0,0
CL104326,1798085.0,4399689.0,1.3,1,0.58,1,0.693,0,1,0,0.409,0,0
CL104327,3799069.0,5658551.0,1.6,3,0.221,143,0.472,1,0,0,0.481,0,0
CL104328,5664437.0,5730504.0,3.2,1,0.185,15,0.564,0,2,-2,0.301,0,0
CL104329,1980981.0,8417280.0,17.8,5,0.444,43,0.914,0,0,0,0.025,0,0
CL104330,3404747.0,2321301.0,3.7,5,0.202,133,0.733,1,0,-1,0.188,0,0
CL104331,1360216.0,2750175.0,10.3,2,0.536,103,0.71,1,0,0,0.169,1,0
CL104332,3531971.0,15049497.0,0.7,5,0.338,125,0.919,0,0,0,0.461,0,0
CL104333,2675674.0,3593978.0,7.2,1,0.362,38,0.507,0,0,-1,0.123,0,0
CL104334,3067947.0,4592907.0,5.3,3,0.321,63,0.725,0,0,-2,0.577,0,0
CL104335,1753657.0,3809822.0,30.5,3,0.355,171,0.799,0,1,-1,0.481,0,0
CL104336,1055429.0,2246364.0,15.0,1,0.339,51,0.691,0,0,-2,0.677,0,0
CL104337,3114646.0,12440532.0,4.9,2,0.574,78,0.523,0,0,1,0.277,0,0
CL104338,863111.0,2759635.0,11.9,3,0.52,83,0.9,1,0,0,0.325,0,0
CL104339,2066413.0,1813737.0,1.7,1,0.124,154,0.677,0,0,1,0.464,0,0
CL104340,3877073.0,2912382.0,6.6,1,0.346,97,0.621,0,1,-2,0.524,0,0
CL104341,2665624.0,983434.0,0.6,5,0.062,174,0.479,1,0,0,0.201,0,0
CL104342,6415140.0,2530934.0,3.4,5,0.229,140,0.738,1,0,1,0.799,0,0
CL104343,4043231.0,2027492.0,2.0,2,0.357,93,0.924,0,0,1,0.258,1,0
CL104344,1746372.0,6151460.0,10.2,2,0.145,140,0.563,0,0,1,0.324,0,0
CL104345,2455048.0,2492035.0,5.4,2,0.477,29,0.456,0,0,-2,0.307,0,0
CL104346,2365062.0,7433168.0,11.1,1,0.367,105,0.505,0,0,0,0.291,1,0
CL104347,1097902.0,10627322.0,5.8,1,0.223,61,0.714,0,2,-1,0.665,0,0
CL104348,1513296.0,6898556.0,0.7,5,0.123,41,0.321,1,3,1,0.532,0,1
CL104349,1829621.0,3433972.0,10.6,3,0.545,148,0.771,1,0,0,0.645,0,0
CL104350,874922.0,4407332.0,14.3,2,0.395,46,0.509,0,0,1,0.346,0,1
CL104351,2479944.0,1373003.0,18.7,4,0.453,158,0.888,0,0,0,0.317,0,0
CL104352,2138177.0,3635853.0,6.8,2,0.772,39,0.229,1,0,0,0.628,0,0
CL104353,1049215.0,2186239.0,11.2,5,0.426,40,0.586,0,1,0,0.218,1,0
CL104354,2964166.0,6491658.0,11.2,1,0.363,179,0.572,1,0,-2,0.857,0,0
CL104355,3464006.0,24177347.0,1.4,5,0.15,2,0.347,0,0,-2,0.475,0,0
CL104356,2712869.0,5665327.0,1.4,5,0.049,156,0.957,0,1,-1,0.529,0,0
CL104357,2059484.0,990735.0,0.6,5,0.425,51,0.424,0,0,-2,0.621,0,0
CL104358,3255059.0,3100701.0,3.1,4,0.241,120,0.691,2,0,1,0.142,0,0
CL104359,3402803.0,4350249.0,5.1,4,0.764,8,0.43,1,0,-1,0.784,0,0
CL104360,2824104.0,4244566.0,49.3,2,0.37,31,0.805,0,1,0,0.124,1,0
CL104361,1603491.0,2393891.0,4.5,1,0.332,39,0.848,0,0,-2,0.104,0,0
CL104362,2780942.0,4740742.0,10.4,5,0.588,83,0.216,1,0,-1,0.592,1,0
CL104363,4402752.0,1673201.0,9.5,3,0.063,144,0.735,0,0,0,0.559,1,0
CL104364,1797101.0,2060716.0,1.8,2,0.25,23,0.866,0,0,-1,0.555,0,0
CL104365,6913383.0,6274839.0,0.5,2,0.334,139,0.857,0,1,1,0.429,0,0
CL104366,1862042.0,1961139.0,6.3,5,0.078,121,0.876,0,0,-1,0.754,0,0
CL104367,2461308.0,5819635.0,9.6,2,0.127,69,0.655,1,0,-1,0.242,0,1
CL104368,1730217.0,1530914.0,50.8,5,0.133,12,0.462,0,0,1,0.229,1,0
CL104369,2707768.0,13733905.0,3.6,2,0.582,36,0.719,0,0,-2,0.311,0,0
CL104370,1013468.0,2322166.0,18.1,1,0.511,57,0.669,0,0,1,0.297,1,0
CL104371,1843136.0,3414130.0,3.8,2,0.091,154,0.709,1,0,-2,0.333,1,0
CL104372,1402742.0,5032509.0,9.4,2,0.19,92,0.538,1,0,1,0.704,0,0
CL104373,2591297.0,2687858.0,7.3,3,0.152,90,0.893,0,1,-1,0.032,0,0
CL104374,3981717.0,4414407.0,0.4,1,0.218,4,0.853,0,1,-1,0.315,0,0
CL104375,3345086.0,5972939.0,0.7,1,0.288,144,0.861,0,0,-1,0.176,0,0
CL104376,739826.0,7821831.0,0.2,1,0.361,22,0.447,0,1,1,0.382,1,0
CL104377,6722931.0,6948582.0,3.7,2,0.272,107,0.378,0,0,-1,0.283,0,0
CL104378,2807037.0,3540338.0,11.0,4,0.28,70,0.511,1,0,-1,0.108,0,0
CL104379,1642534.0,3603290.0,1.5,2,0.515,139,0.826,0,0,1,0.285,0,0
CL104380,2619683.0,20673764.0,7.4,5,0.117,170,0.609,1,0,1,0.762,0,0
CL104381,2644771.0,7763333.0,2.7,3,0.535,85,0.382,0,1,-2,0.627,0,0
CL104382,1735100.0,2094286.0,12.8,1,0.283,39,0.55,0,1,1,0.794,0,0
CL104383,2673659.0,4282261.0,12.8,5,0.273,175,0.754,1,1,-1,0.583,0,0
CL104384,1787384.0,3157843.0,11.9,5,0.404,150,0.893,0,0,1,0.222,0,0
CL104385,1978440.0,3631898.0,6.0,4,0.265,30,0.678,0,1,1,0.675,0,0
CL104386,1718325.0,1688504.0,2.7,1,0.412,158,0.874,0,0,1,0.449,0,0
CL104387,1183119.0,2992602.0,13.3,2,0.494,161,0.628,0,0,1,0.309,0,0
CL104388,2604935.0,14190582.0,1.6,1,0.317,104,0.679,0,0,-1,0.278,0,0
CL104389,3245077.0,5988511.0,2.7,3,0.224,158,0.093,3,0,1,0.421,0,1
CL104390,3132813.0,698148.0,1.6,1,0.205,165,0.555,0,0,1,0.194,0,0
CL104391,3648996.0,9357666.0,9.0,5,0.714,53,0.862,0,0,1,0.198,0,0
CL104392,2848121.0,8561112.0,9.3,5,0.543,158,0.4,0,0,1,0.546,0,0
CL104393,1855449.0,3104926.0,8.5,2,0.208,154,0.48,0,1,-1,0.559,0,0
CL104394,3685187.0,6596729.0,4.3,2,0.193,134,0.915,2,0,-1,0.147,0,0
CL104395,1228422.0,2187830.0,0.8,2,0.136,54,0.374,1,0,0,0.572,0,0
CL104396,1543656.0,2872867.0,19.4,3,0.026,132,0.649,1,0,1,0.437,0,0
CL104397,1495394.0,11398387.0,5.7,1,0.258,79,0.748,0,0,1,0.681,0,0
CL104398,4155852.0,3301175.0,4.2,4,0.438,36,0.566,2,0,-1,0.498,1,0
CL104399,3880188.0,1078614.0,7.1,1,0.381,63,0.645,0,0,0,0.392,0,0
CL104400,3089910.0,3819720.0,1.7,2,0.554,131,0.126,1,1,0,0.382,0,0
CL104401,4139001.0,3779069.0,1.1,3,0.649,57,0.389,0,0,-1,0.815,0,0
CL104402,1560253.0,9238204.0,4.2,1,0.036,80,0.492,0,0,1,0.825,0,0
CL104403,2882872.0,4033058.0,2.1,5,0.218,16,0.709,0,0,-1,0.305,0,0
CL104404,2274823.0,2972436.0,2.2,1,0.266,168,0.845,0,2,0,0.477,0,0
CL104405,3698512.0,8298118.0,17.8,5,0.363,120,0.747,0,0,1,0.262,0,0
CL104406,2286169.0,4345073.0,6.1,1,0.444,134,0.515,1,0,-1,0.869,0,1
CL104407,1997743.0,2361917.0,5.3,1,0.404,149,0.271,1,0,0,0.518,0,0
CL104408,3173845.0,8961949.0,9.4,1,0.398,9,0.963,0,0,0,0.338,0,0
CL104409,3753069.0,4572466.0,24.2,2,0.077,171,0.56,0,0,1,0.695,0,0
CL104410,1733802.0,4000973.0,1.0,5,0.349,28,0.697,0,0,-2,0.686,0,0
CL104411,2348911.0,4522321.0,14.3,3,0.284,45,0.737,0,0,-1,0.233,1,0
CL104412,1426565.0,1887063.0,7.0,4,0.737,58,0.721,1,0,0,0.307,0,0
CL104413,694515.0,2759727.0,1.3,5,0.465,29,0.688,1,0,0,0.682,0,0
CL104414,2677060.0,4002813.0,2.8,2,0.081,95,0.886,0,2,-1,0.16,0,0
CL104415,3283606.0,3484153.0,5.3,5,0.514,121,0.381,1,1,0,0.447,0,0
CL104416,2760806.0,9729761.0,9.4,3,0.426,57,0.643,0,2,1,0.129,0,0
CL104417,913665.0,4649099.0,2.2,5,0.385,33,0.769,2,0,-1,0.256,0,0
CL104418,2032090.0,7263939.0,6.1,2,0.306,108,0.335,0,0,1,0.011,0,0
CL104419,798768.0,4019133.0,9.2,2,0.426,132,0.689,0,0,-2,0.281,0,0
CL104420,4803477.0,8363620.0,4.8,4,0.1,16,0.42,1,0,-1,0.748,0,0
CL104421,1407003.0,5273841.0,15.9,3,0.082,131,0.567,0,1,-2,0.598,1,0
CL104422,4536661.0,4030473.0,16.3,4,0.088,89,0.377,0,0,-1,0.168,0,0
CL104423,3886171.0,3955833.0,5.1,1,0.161,81,0.569,0,0,-2,0.495,0,0
CL104424,1543719.0,2047015.0,28.9,2,0.474,150,0.414,0,0,0,0.554,0,0
CL104425,1374510.0,5693530.0,0.6,4,0.449,82,0.491,0,1,-2,0.477,0,0
CL104426,2885432.0,3881983.0,0.0,2,0.289,96,0.613,0,0,-1,0.296,0,0
CL104427,1587765.0,2809749.0,3.8,2,0.627,146,0.824,0,0,1,0.669,0,0
CL104428,2549078.0,8662581.0,7.4,1,0.375,57,0.615,1,0,0,0.114,0,0
CL104429,1902323.0,1664190.0,7.9,2,0.355,153,0.858,0,0,1,0.716,0,0
CL104430,993929.0,2970536.0,5.2,4,0.252,28,0.616,0,0,0,0.436,1,0
CL104431,793942.0,8198019.0,1.1,3,0.168,168,0.621,0,0,-1,0.216,0,1
CL104432,2712394.0,4979630.0,1.5,5,0.522,151,0.926,0,0,1,0.491,0,0
CL104433,1828892.0,3861239.0,15.3,4,0.143,136,0.687,1,0,1,0.253,0,0
CL104434,1836652.0,4759735.0,16.2,1,0.294,141,0.38,0,1,-1,0.56,0,1
CL104435,3429524.0,4527090.0,9.0,5,0.271,172,0.699,0,0,0,0.428,1,0
CL104436,4354503.0,1381025.0,8.7,2,0.403,121,0.413,1,1,0,0.292,0,0
CL104437,2113229.0,3126788.0,7.3,4,0.346,47,0.371,0,1,-1,0.696,0,0
CL104438,2042532.0,12379657.0,1.8,5,0.631,10,0.365,1,0,0,0.443,1,0
CL104439,3109808.0,2516735.0,4.5,4,0.282,41,0.863,0,0,1,0.212,1,0
CL104440,1228780.0,3195293.0,9.5,2,0.112,74,0.802,1,0,0,0.496,0,0
CL104441,2707609.0,2732877.0,6.2,4,0.154,177,0.592,0,0,-1,0.057,0,0
CL104442,3191313.0,3756842.0,0.2,1,0.883,15,0.818,0,0,-2,0.136,0,0
CL104443,3402820.0,2654625.0,24.6,5,0.1,74,0.46,2,1,-1,0.384,0,0
CL104444,919535.0,5613691.0,14.9,5,0.163,52,0.958,0,0,0,0.638,0,0
CL104445,1655018.0,4584169.0,2.4,5,0.356,174,0.499,0,0,0,0.551,0,0
CL104446,1561049.0,6861820.0,7.7,4,0.504,59,0.955,0,0,1,0.408,1,0
CL104447,2545769.0,1913302.0,20.5,2,0.479,176,0.608,0,1,0,0.314,0,0
CL104448,3079791.0,3146375.0,0.8,4,0.723,118,0.643,0,0,0,0.222,0,0
CL104449,5118414.0,3409220.0,5.6,4,0.377,39,0.545,0,0,1,0.376,0,0
CL104450,1890813.0,5492823.0,4.9,5,0.096,126,0.471,0,0,0,0.206,0,0
CL104451,1888350.0,2291564.0,4.2,2,0.461,42,0.868,0,0,0,0.194,1,0
CL104452,4303056.0,7579499.0,14.4,3,0.305,51,0.449,0,0,-2,0.556,0,0
CL104453,2808858.0,9161229.0,3.8,2,0.412,50,0.375,0,1,1,0.377,0,1
CL104454,4564528.0,1998264.0,0.5,4,0.388,92,0.556,0,2,0,0.174,0,1
CL104455,2797856.0,2831703.0,0.5,1,0.407,105,0.707,1,0,1,0.224,1,0
CL104456,1357889.0,2751476.0,0.3,2,0.439,66,0.81,1,0,-1,0.338,1,0
CL104457,1243494.0,25207959.0,4.2,5,0.229,169,0.348,0,0,-2,0.336,0,0
CL104458,1114865.0,2955179.0,10.1,1,0.538,58,0.337,1,0,0,0.331,0,0
CL104459,3372031.0,12920656.0,1.8,3,0.397,127,0.797,0,1,-1,0.211,0,0
CL104460,4387624.0,1645175.0,8.3,3,0.214,4,0.583,0,0,-2,0.298,0,0
CL104461,6105381.0,1997175.0,9.3,1,0.535,177,0.121,0,0,-1,0.274,0,0
CL104462,3691534.0,2469131.0,2.4,3,0.09,131,0.58,1,0,0,0.378,0,0
CL104463,4331478.0,2208927.0,7.3,1,0.589,32,0.427,0,0,-1,0.349,0,1
CL104464,1812091.0,3310040.0,9.2,4,0.459,175,0.621,0,0,-2,0.708,0,0
CL104465,1358365.0,2431102.0,5.0,1,0.205,62,0.946,0,0,-1,0.667,0,0
CL104466,3704429.0,2250045.0,3.3,4,0.721,144,0.343,0,1,-1,0.691,0,0
CL104467,2984194.0,8983772.0,7.7,5,0.569,18,0.214,2,0,1,0.304,0,0
CL104468,2555407.0,9404093.0,30.5,5,0.601,134,0.481,0,1,1,0.325,1,0
CL104469,2939311.0,7760114.0,4.5,3,0.416,106,0.745,1,0,0,0.84,1,0
CL104470,2846477.0,5762023.0,4.0,1,0.132,65,0.405,0,1,1,0.391,0,0
CL104471,4601571.0,4260598.0,5.0,4,0.152,80,0.834,0,0,-1,0.436,0,0
CL104472,4627340.0,2819524.0,0.6,5,0.121,37,0.696,0,1,1,0.678,0,0
CL104473,3179105.0,2048851.0,6.4,5,0.682,73,0.727,0,0,-2,0.108,0,0
CL104474,3696516.0,5147887.0,3.2,5,0.127,81,0.913,1,0,-2,0.179,0,1
CL104475,3131527.0,1755841.0,1.0,3,0.268,100,0.676,1,3,0,0.181,0,0
CL104476,1923035.0,1991215.0,5.0,5,0.217,59,0.931,0,1,1,0.283,0,0
CL104477,3535207.0,8948883.0,0.0,2,0.634,95,0.734,0,0,1,0.701,0,0
CL104478,1205919.0,15103761.0,4.1,3,0.677,162,0.545,1,2,0,0.304,0,0
CL104479,4101838.0,5258238.0,0.9,1,0.056,37,0.871,0,1,-1,0.161,0,0
CL104480,1332728.0,8662553.0,0.2,2,0.551,162,0.537,0,0,-2,0.404,1,0
CL104481,2793768.0,3361528.0,13.9,3,0.071,173,0.974,2,0,1,0.568,0,1
CL104482,1587106.0,1565363.0,19.8,3,0.386,101,0.678,1,0,1,0.518,1,0
CL104483,3193712.0,6128865.0,1.9,4,0.532,129,0.952,2,1,0,0.641,0,0
CL104484,2381015.0,5947625.0,6.2,2,0.198,53,0.207,0,0,-2,0.222,0,0
CL104485,1091018.0,4198207.0,2.6,2,0.25,62,0.706,1,0,1,0.172,0,0
CL104486,2988702.0,3369710.0,5.4,2,0.172,143,0.738,1,0,1,0.632,0,0
CL104487,1813990.0,7830582.0,4.6,5,0.201,51,0.755,0,1,-1,0.703,0,0
CL104488,3762422.0,2002660.0,2.5,5,0.206,14,0.804,0,0,0,0.491,0,1
CL104489,2423353.0,2322962.0,9.6,1,0.053,108,0.891,1,0,1,0.401,0,0
CL104490,2951165.0,1971540.0,1.1,1,0.215,98,0.425,1,0,1,0.402,0,0
CL104491,1500360.0,4237487.0,0.4,1,0.46,59,0.714,2,1,-2,0.651,1,0
CL104492,1803670.0,1864447.0,11.7,5,0.075,1,0.43,1,1,-2,0.51,1,0
CL104493,1925470.0,2473217.0,8.8,4,0.746,145,0.557,0,0,-2,0.047,0,1
CL104494,3716717.0,2436251.0,5.5,1,0.101,56,0.493,0,0,-1,0.389,0,0
CL104495,5602304.0,3326975.0,5.0,3,0.768,133,0.287,0,0,-2,0.073,0,0
CL104496,1619154.0,1409630.0,5.5,5,0.227,145,0.232,0,0,0,0.517,0,0
CL104497,4149192.0,4244113.0,4.6,4,0.216,18,0.715,0,0,-1,0.43,0,1
CL104498,818445.0,9560136.0,4.0,3,0.222,89,0.403,0,0,1,0.254,1,0
CL104499,1332950.0,4390018.0,5.5,3,0.664,55,0.486,1,0,-1,0.519,0,0
CL104500,1499453.0,11744843.0,6.0,5,0.196,47,0.538,0,0,1,0.128,1,0
CL104501,1231503.0,10158270.0,9.4,2,0.451,177,0.569,0,0,0,0.365,0,0
CL104502,1097127.0,6881963.0,9.9,4,0.171,151,0.761,0,1,1,0.617,0,0
CL104503,2977217.0,4207083.0,3.8,5,0.27,104,0.179,0,0,0,0.568,1,0
CL104504,2175929.0,4056172.0,4.3,2,0.536,21,0.861,0,1,1,0.545,1,0
CL104505,2927627.0,6815158.0,3.7,5,0.166,157,0.294,0,0,-1,0.333,0,0
CL104506,3420292.0,3035330.0,6.2,5,0.449,174,0.995,1,0,-2,0.542,0,0
CL104507,2765712.0,1069001.0,4.8,3,0.523,100,0.372,0,0,-1,0.132,1,1
CL104508,3364808.0,5634409.0,17.6,5,0.479,10,0.455,1,0,0,0.322,0,0
CL104509,2339000.0,1808941.0,9.5,2,0.232,84,0.744,0,0,-1,0.378,0,0
CL104510,1337755.0,2036007.0,18.3,3,0.422,53,0.693,1,0,0,0.338,1,1
CL104511,4109891.0,3993413.0,9.9,2,0.618,127,0.666,0,0,-1,0.204,0,0
CL104512,1803868.0,3735576.0,28.3,2,0.613,135,0.882,0,0,0,0.145,0,0
CL104513,1516934.0,1485924.0,8.1,3,0.286,30,0.918,1,0,-1,0.353,0,0
CL104514,2215616.0,4483184.0,26.5,2,0.696,93,0.585,1,0,-2,0.391,0,0
CL104515,1534315.0,7852149.0,1.4,1,0.447,55,0.56,0,0,0,0.341,1,0
CL104516,1965554.0,1812397.0,0.4,5,0.257,65,0.298,1,1,1,0.487,0,1
CL104517,2876334.0,9730135.0,6.9,3,0.343,21,0.871,1,0,0,0.673,1,0
CL104518,2882507.0,1339598.0,32.8,3,0.442,7,0.266,0,0,-2,0.689,0,0
CL104519,1545851.0,17577441.0,4.3,1,0.229,44,0.148,1,0,-2,0.751,0,1
CL104520,1897689.0,2993991.0,1.9,1,0.128,68,0.59,1,0,-2,0.511,0,0
CL104521,4143977.0,4421245.0,5.9,1,0.117,103,0.428,0,0,1,0.516,0,0
CL104522,3103993.0,1061907.0,8.4,1,0.207,143,0.518,0,0,-2,0.671,0,0
CL104523,6834764.0,3822842.0,3.0,4,0.797,98,0.823,0,0,-2,0.322,0,0
CL104524,4369085.0,4685286.0,10.0,3,0.22,2,0.728,0,1,1,0.64,0,0
